DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationdesc,optionaltext,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location,Supervisor Districts,Fire Prevention Districts,Current Police Districts,Neighborhoods - Analysis Boundaries,Zip Codes
1,Monday,8AM,3PM,18MFF-0065,301 RHODE ISLAND ST,Truck located on Rhode Island Street frontage approximately 5 LF from the Rhode Island and 16th Street intersection.,Multiple Truck - Everything,1186399,,08:00,15:00,10995000,01/24/2014 09:26:47 AM,01/24/2014 09:27:58 AM,3956,025,N,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,6011742.51004,2106984.62437,37.766039873918331,-122.40261231317238,"(37.7660398739183, -122.402612313172)",8,8,3,4,28853
1,Monday,11AM,12PM,17MFF-0110,2800 03RD ST,11:50am-11:55am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934600,,11:00,12:00,193201,07/12/2011 11:01:45 AM,07/12/2011 11:02:07 AM,4246,001,Y,May Catering,6015888.45006,2102553.34969,37.754103136765082,-122.38796296600242,"(37.7541031367651, -122.387962966002)",8,10,3,26,28856
1,Monday,10AM,11AM,17MFF-0110,1059 EVANS AVE,Set-up at 25 Middle Point: 10:04am-10:05am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934630,,10:00,11:00,5329000,11/14/2011 04:22:03 PM,11/14/2011 04:22:25 PM,4603A,005,Y,May Catering,6018598.7259,2096295.90515,37.737071230505592,-122.37815571814879,"(37.7370712305056, -122.378155718149)",8,10,3,1,58
3,Wednesday,6AM,6PM,15MFF-0145,10 SOUTH VAN NESS AVE,"Cart located approximately 28.5' west of MUNI subway entrance, and 2' from Market St curb.","Gyro pita bread (Lamb or chicken), lamb over rice, chicken over rice, chicken biryani rice, soft drinks",773095,,06:00,18:00,30747000,03/25/2016 02:50:35 PM,03/25/2016 03:22:52 PM,3506,004,N,Athena SF Gyro,6006978.36264,2110294.875,37.77486190268462,-122.4193254262188,"(37.7748619026846, -122.419325426219)",9,8,2,20,28853
0,Sunday,12AM,2AM,18MFF-0039,30 GROVE ST,Truck located on Grove Street approximately 25 feet east of the Grove Street and Larkin Street intersection.,"Burritos, Tacos, Quesadillas, Tortas, Carne Asada Fries and various drinks",1199164,,00:00,02:00,6552000,08/02/2018 04:26:11 PM,02/19/2019 03:56:51 PM,0354,001,N,Street Meet,6008029.09073,2111712.49403,37.778813468229082,-122.41579112825372,"(37.7788134682291, -122.415791128254)",9,7,10,36,28852
5,Friday,10AM,11AM,18MFF-0028,1540 PINE ST,10:45am-10:55am,"COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163783,,10:00,11:00,10477000,08/31/2011 03:04:39 PM,08/31/2011 03:10:52 PM,0646,005,Y,"SOHOMEI, LLC",6006551.51583,2115667.02377,37.789588462962705,-122.42118352921651,"(37.7895884629627, -122.421183529217)",10,13,6,21,28858
3,Wednesday,10AM,11AM,17MFF-0110,2000 FOLSOM ST,10:30am-10:35am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934595,,10:00,11:00,5690000,07/01/2011 10:54:58 AM,07/01/2011 10:55:20 AM,3571,001,Y,May Catering,6008048.383,2106787.69855,37.765292225445819,-122.41537565189628,"(37.7652922254458, -122.415375651896)",7,8,7,20,28859
3,Wednesday,7AM,8AM,18MFF-0028,690 MISSION ST,"7:10am-7:15am, 10:05am-10:15am, 12:00pm-12:05pm","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163788,,07:00,08:00,9094000,08/31/2011 03:20:16 PM,08/31/2011 03:20:56 PM,3707,024,Y,"SOHOMEI, LLC",6012107.51053,2114409.4119,37.786447007961982,-122.40187181336954,"(37.786447007962, -122.40187181337)",9,12,2,8,28855
1,Monday,8AM,9AM,17MFF-0110,900 MINNESOTA ST,"8:35am-8:45am, 2:40pm-2:45pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934577,,08:00,09:00,9056000,07/01/2011 09:28:14 AM,07/01/2011 09:28:43 AM,4106,001A,Y,May Catering,6015220.85423,2104389.81393,37.759108668124071,-122.39040000054339,"(37.7591086681241, -122.390400000543)",8,10,3,26,28856
6,Saturday,12AM,3AM,17MFF-0190,2365 MISSION ST,"Truck & hitched trailer occupying two parking spaces on the east side of Mission St., approximately 150 ft north of 20th St.","Hot dogs, Bacon wrapped hot dogs, soda, water, sports drinks, energy drinks, chips",1163405,,00:00,03:00,9121000,05/17/2018 04:39:48 PM,05/17/2018 04:40:22 PM,3595,024,N,Julie's Hot Dogs,6006944.46458,2104594.2809,37.759207504908971,-122.41903826392594,"(37.759207504909, -122.419038263926)",7,2,7,20,28859
2,Tuesday,10AM,7PM,18MFF-0005,1717 HARRISON ST,Just North of Best Buy's curb cut,"Tacos, Burritos, Tortas, Quesadillas",1090081,,10:00,19:00,6740000,03/04/2011 01:14:52 PM,10/24/2011 11:03:49 AM,3901,001,N,El Tonayanse #4 / #36,6008669.77932,2108251.24409,37.769345687522147,-122.41332988883137,"(37.7693456875221, -122.413329888831)",7,8,7,20,28853
1,Monday,10AM,11AM,18MFF-0028,1 THOMAS MORE WAY,"7:00am-7:10am, 10:00am-10:10am, 12:00pm-12:10pm","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163792,,10:00,11:00,12583000,08/31/2011 03:39:41 PM,08/31/2011 03:40:19 PM,7380,027,Y,"SOHOMEI, LLC",5991083.26248,2088048.7782,37.712871813938413,-122.47268703750933,"(37.7128718139384, -122.472687037509)",4,1,5,16,64
6,Saturday,11AM,3PM,17MFF-0181,400 CALIFORNIA ST,"Truck located approximately 30 linear feet East of Leidesdorff St and California St intersection --- Sandwiches, Meatloaf, Salad, Mac & Cheese, Fries, Mashed Potatos, Seasonal Vegetables","Meatloaf, Grilled Cheese, Chicken Sandwich, Caprese Salad, Kale Salad, Fries, Sweet Potato Fries, Mac and Cheese, Mashed Potatoes",1022810,,11:00,15:00,3528000,09/27/2017 04:54:48 PM,11/13/2017 01:43:20 PM,0239,003,N,Serendipity SF,6012361.8054,2116831.37598,37.793111338624819,-122.40116226158767,"(37.7931113386248, -122.401162261588)",10,4,1,8,28854
3,Wednesday,10AM,7PM,17MFF-0063,945 MARKET ST,Push cart located 20 feet west of the pedestrian crosswalk,"Hot dogs, pretzels, chips, juices and cold drinks",934303,,10:00,19:00,8749101,12/12/2013 05:05:31 PM,12/12/2013 05:06:18 PM,3704,240,N,Yummy Hot Dogs,6010040.31082,2113254.14946,37.783159348747013,-122.40894229708596,"(37.783159348747, -122.408942297086)",9,14,2,34,28853
3,Wednesday,7PM,8PM,17MFF-0109,Assessors Block 3930A/Lot002,Set-up at 2222 16th St: 7:30pm-7:40pm,"Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934569,,19:00,20:00,716000,09/26/2011 09:51:26 AM,09/26/2011 09:51:43 AM,3930A,002,Y,M M Catering,6009824.81,2107195.241,37.766510926908332,-122.40926014493029,"(37.7665109269083, -122.40926014493)",8,8,7,20,28853
4,Thursday,4PM,5PM,17MFF-0182,195 KISKA RD,4:15pm-4:30pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",963995,,16:00,17:00,4938000,09/14/2011 10:44:23 AM,09/14/2011 10:44:39 AM,4700,052,Y,Singh Brothers Ice Cream,6018894.20641,2093709.40093,37.729985474147583,-122.37695471496706,"(37.7299854741476, -122.376954714967)",8,10,3,1,58
4,Thursday,9AM,10AM,18MFF-0045,2010 HARRISON ST,9:45am-9:50am: Set-up at 2000 Harrison St,"Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)",1181504,,09:00,10:00,6745000,04/13/2011 12:51:16 PM,04/13/2011 12:51:32 PM,3767,079,Y,John's Catering #5,6008690.11334,2106718.36765,37.765137906108706,-122.41315114737169,"(37.7651379061087, -122.413151147372)",7,8,7,20,28859
3,Wednesday,12PM,1PM,17MFF-0182,800 JAMESTOWN AVE,12:45pm-1:00pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",963981,,12:00,13:00,7428000,09/14/2011 09:31:35 AM,09/14/2011 09:31:52 AM,4973,034,Y,Singh Brothers Ice Cream,6015030.29474,2088771.04143,37.716212143537298,-122.38996800749322,"(37.7162121435373, -122.389968007493)",8,10,3,1,58
3,Wednesday,6PM,12AM,19MFF-00005,2301 MISSION ST,Set-up at 2305 Mission St,"Hot dogs and related toppings, non alcoholic beverages",1280771,,18:00,24:00,9121000,11/04/2011 11:53:51 AM,11/04/2011 11:56:39 AM,3595,031,N,Leo's Hot Dogs,6006924.58765,2104953.02765,37.760191420931278,-122.41913245488043,"(37.7601914209313, -122.41913245488)",7,2,7,20,28859
5,Friday,9AM,10AM,17MFF-0110,3000 23RD ST,9:37am-9:40am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934582,,09:00,10:00,1259000,07/01/2011 09:36:31 AM,07/01/2011 09:36:52 AM,3639,004,Y,May Catering,6008917.39397,2102760.44723,37.754283115204004,-122.41208529903383,"(37.754283115204, -122.412085299034)",7,2,7,20,28859
3,Wednesday,11AM,12PM,17MFF-0110,630 TREAT AVE,"9:50am-9:55am, 11:55am-12:00pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934586,,11:00,12:00,12685000,07/01/2011 09:43:06 AM,07/01/2011 09:43:28 AM,3593,038,Y,May Catering,6008473.10591,2104845.0353,37.759981981602216,-122.4137692063244,"(37.7599819816022, -122.413769206324)",7,2,7,20,28859
3,Wednesday,7AM,8AM,18MFF-0028,544 02ND ST,"Set-up at 550 2nd St: 7:00am-7:05am, 10:00am-10:05am, 11:55am-12:00pm","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163786,,07:00,08:00,144000,08/31/2011 03:16:08 PM,08/31/2011 03:16:46 PM,3775,005,Y,"SOHOMEI, LLC",6014652.28096,2112911.53937,37.782475882459941,-122.39296263857815,"(37.7824758824599, -122.392962638578)",9,6,2,8,28856
5,Friday,11AM,12PM,17MFF-0110,630 TREAT AVE,"9:50am-9:55am, 11:55am-12:00pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934586,,11:00,12:00,12685000,07/01/2011 09:43:06 AM,07/01/2011 09:43:28 AM,3593,038,Y,May Catering,6008473.10591,2104845.0353,37.759981981602216,-122.4137692063244,"(37.7599819816022, -122.413769206324)",7,2,7,20,28859
2,Tuesday,7AM,8AM,17MFF-0197,400 PARNASSUS AVE,Set-up at 500 Parnassus Ave - 7:00am-8:00am M-F,"Cold Truck: packaged sandwiches, pitas, breakfast, cold and hot drinks, snacks",1037688,,07:00,08:00,10293000,08/09/2011 10:43:50 AM,08/09/2011 10:44:07 AM,1756,001,Y,Munch A Bunch,5996069.5611,2106506.45626,37.76383946084772,-122.45678697566204,"(37.7638394608477, -122.456786975662)",11,15,8,14,29492
6,Saturday,12AM,5AM,17MFF-0109,1200 MISSISSIPPI ST,"12:01am-5:00am & 3:30pm-5:15pm (M-F), 12:01am-5:00am & 2:30pm-5:30pm (Sat)","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934560,,00:00,05:00,9206000,09/21/2011 09:07:59 AM,09/21/2011 09:09:06 AM,4288,003,Y,M M Catering,6014260.61884,2101475.07279,37.751052101455848,-122.39351698707118,"(37.7510521014558, -122.393516987071)",8,10,3,1,58
3,Wednesday,12PM,12AM,15MFF-0007,2386 MISSION ST,Truck & Trailer located at 2386 Mission Street located in the first two spaces.,"Hot dogs, bacon-wrapped hot dogs, chicken burgers, energy drinks, water and various other drinks.",1010174,,12:00,24:00,9121000,08/24/2017 12:15:04 PM,11/22/2017 11:57:56 AM,3596,119,N,Julie's Hot Dogs,6006911.35854,2104468.74884,37.758860958628745,-122.41914385641955,"(37.7588609586287, -122.41914385642)",7,2,7,20,28859
4,Thursday,8PM,9PM,17MFF-0110,911 MINNA ST,8:00pm-8:15pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934620,,20:00,21:00,9050000,08/31/2011 10:58:02 AM,08/31/2011 10:58:20 AM,3510,043,Y,May Catering,6008090.13363,2110208.09617,37.774686181232184,-122.41547342073426,"(37.7746861812322, -122.415473420734)",9,8,2,34,28853
5,Friday,5AM,6AM,17MFF-0197,2222 17TH ST,5:30AM TO 6AM MON - FRI,"Cold Truck: packaged sandwiches, pitas, breakfast, cold and hot drinks, snacks",1037687,,05:00,06:00,784000,05/19/2011 01:25:10 PM,06/26/2012 10:53:58 AM,3960,001,Y,Munch A Bunch,6010839.43659,2106495.60184,37.764646668800907,-122.40570143058524,"(37.7646466688009, -122.405701430585)",8,8,7,20,28853
5,Friday,11AM,2PM,18MFF-0045,2200 HAYES ST,11:50am-1:30pm,"Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)",1181512,,11:00,14:00,6834000,04/13/2011 03:07:21 PM,04/13/2011 03:07:42 PM,1191,039,Y,John's Catering #5,5997325.91385,2109872.57823,37.77315402754575,-122.45268461208784,"(37.7731540275458, -122.452684612088)",2,15,8,18,29492
5,Friday,6PM,7PM,17MFF-0110,185 BERRY ST,6:30pm-6:45pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934617,,18:00,19:00,2953000,08/31/2011 10:48:37 AM,08/31/2011 10:48:56 AM,3803,005,Y,May Catering,6014611.60657,2110567.89709,37.776038510576427,-122.39293933207075,"(37.7760385105764, -122.392939332071)",9,6,2,4,28856
3,Wednesday,10AM,11AM,19MFF-00011,900 MINNESOTA ST,10:30am-10:35am,"Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",1292791,,10:00,11:00,9056000,05/06/2011 12:48:13 PM,05/06/2011 12:48:28 PM,4106,001A,Y,F & C Catering,6015220.85423,2104389.81393,37.759108668124071,-122.39040000054339,"(37.7591086681241, -122.390400000543)",8,10,3,26,28856
4,Thursday,11AM,5PM,13MFF-0112,1700 JERROLD AVE,11:30am-5:00pm,,453013,,11:00,17:00,7498000,10/25/2011 08:53:10 AM,10/25/2011 08:53:27 AM,5262,009,N,Tacos Santana,6014824.34611,2097412.82042,37.739929311087415,-122.39128361100079,"(37.7399293110874, -122.391283611001)",8,10,3,1,58
2,Tuesday,4PM,5PM,17MFF-0182,35 NIBBI CT,4:45pm-5:00pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",963997,,16:00,17:00,9602000,09/14/2011 10:47:36 AM,09/14/2011 10:47:51 AM,5079,004,Y,Singh Brothers Ice Cream,6013108.50289,2086688.0925,37.710386007760818,-122.39646477166343,"(37.7103860077608, -122.396464771663)",8,10,3,1,309
4,Thursday,12PM,1PM,17MFF-0110,Assessors Block 4347a/Lot004,Set-up at 50 Napoleon St: 12:08pm-12:10pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934604,,12:00,13:00,9503000,08/24/2011 11:06:39 AM,08/24/2011 11:06:59 AM,4347a,004,Y,May Catering,6013931.07958,2100313.06289,37.747843153372401,-122.39457521495656,"(37.7478431533724, -122.394575214957)",8,10,3,1,58
5,Friday,11AM,12PM,18MFF-0045,270 MASONIC AVE,11:45am-12pm,"Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)",1181511,,11:00,12:00,8845101,04/13/2011 03:06:29 PM,04/13/2011 03:06:47 PM,1111,002,Y,John's Catering #5,5999007.46192,2111999.80504,37.779091053942551,-122.44702105228016,"(37.7790910539426, -122.44702105228)",1,15,8,18,54
5,Friday,11AM,12PM,17MFF-0110,180 NAPOLEON ST,"Set-up at 180 Napoleon: 11:25am-11:30am, 2:15pm-2:20pm. Set-up at 190 Napoleon: 9:55am-10:00am (ALL M-F)","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934599,,11:00,12:00,9504000,07/12/2011 10:57:41 AM,07/12/2011 10:58:25 AM,4343,004,Y,May Catering,6012767.68836,2100067.32185,37.747103654262958,-122.39858095095626,"(37.747103654263, -122.398580950956)",8,10,3,1,58
1,Monday,8AM,9AM,18MFF-0045,2500 MARIPOSA ST,8:45am-8:55am,"Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)",1181501,,08:00,09:00,8731000,04/13/2011 12:47:27 PM,04/13/2011 12:47:43 PM,3971,001,Y,John's Catering #5,6010070.80288,2105976.81921,37.763179197167624,-122.40832334824928,"(37.7631791971676, -122.408323348249)",8,8,7,20,28859
2,Tuesday,2PM,3PM,17MFF-0182,1101 PALOU AVE,2:30pm-2:45pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",963988,,14:00,15:00,10218000,09/14/2011 10:22:47 AM,09/14/2011 10:23:00 AM,4757,024,Y,Singh Brothers Ice Cream,6017523.88143,2093256.05205,37.728665097289955,-122.38166062635143,"(37.72866509729, -122.381660626351)",8,10,3,1,58
5,Friday,12PM,1PM,18MFF-0028,85 02ND ST,"Set-up at 580 Mission St: 7:00am-7:05am, 10:00am-10:10am, 12:00pm-12:10pm","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163789,,12:00,13:00,131000,08/31/2011 03:31:13 PM,08/31/2011 03:32:09 PM,3708,019,Y,"SOHOMEI, LLC",6012660.25138,2115054.74519,37.788249774149101,-122.40000479204468,"(37.7882497741491, -122.400004792045)",9,12,2,8,28855
3,Wednesday,12PM,1PM,17MFF-0110,2500 16TH ST,Set-up at 2301 16th St: 12:15pm-12:20pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934605,,12:00,13:00,718000,08/24/2011 11:14:27 AM,08/24/2011 11:15:04 AM,3927,004,Y,May Catering,6009173.82023,2106877.00424,37.765600628790224,-122.41148932494282,"(37.7656006287902, -122.411489324943)",7,8,7,20,28853
2,Tuesday,8AM,10AM,19MFF-00011,1500 TENNESSEE ST,10:40am-10:45am,"Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",1292787,,08:00,10:00,12491000,05/06/2011 12:49:52 PM,05/06/2011 12:50:07 PM,4294,012,Y,F & C Catering,6015638.01363,2101922.12679,37.752356054296584,-122.3887849804118,"(37.7523560542966, -122.388784980412)",8,10,3,1,28856
1,Monday,12PM,1PM,17MFF-0110,Assessors Block 8727/Lot005,Set-up at 800 16th St: 9:55am-9:57am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934587,,12:00,13:00,699001,07/01/2011 09:46:55 AM,07/01/2011 09:47:30 AM,8727,005,Y,May Catering,6014460.137,2106764.375,37.76558646814734,-122.39319710116628,"(37.7655864681473, -122.393197101166)",9,14,3,26,310
4,Thursday,12PM,1PM,18MFF-0045,2157 BRYANT ST,12pm-12:05pm,"Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)",1181513,,12:00,13:00,3309000,04/13/2011 03:08:16 PM,04/13/2011 03:08:35 PM,4080,065,Y,John's Catering #5,6009599.51774,2104736.2771,37.759746548331471,-122.40986579821727,"(37.7597465483315, -122.409865798217)",8,2,7,20,28859
5,Friday,12AM,3AM,17MFF-0190,2365 MISSION ST,"Truck & hitched trailer occupying two parking spaces on the east side of Mission St., approximately 150 ft north of 20th St.","Hot dogs, Bacon wrapped hot dogs, soda, water, sports drinks, energy drinks, chips",1163405,,00:00,03:00,9121000,05/17/2018 04:39:48 PM,05/17/2018 04:40:22 PM,3595,024,N,Julie's Hot Dogs,6006944.46458,2104594.2809,37.759207504908971,-122.41903826392594,"(37.759207504909, -122.419038263926)",7,2,7,20,28859
2,Tuesday,10AM,11AM,19MFF-00011,1500 TENNESSEE ST,10:40am-10:45am,"Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",1292787,,10:00,11:00,12491000,05/06/2011 12:49:52 PM,05/06/2011 12:50:07 PM,4294,012,Y,F & C Catering,6015638.01363,2101922.12679,37.752356054296584,-122.3887849804118,"(37.7523560542966, -122.388784980412)",8,10,3,1,28856
1,Monday,12PM,1PM,17MFF-0110,535 MINNESOTA ST,12:33pm-12:35pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934621,,12:00,13:00,9053000,08/31/2011 10:59:19 AM,08/31/2011 10:59:44 AM,3996,016,Y,May Catering,6015166.56617,2106081.52868,37.763750740156908,-122.39070597638806,"(37.7637507401569, -122.390705976388)",8,14,3,26,28856
2,Tuesday,3PM,8PM,17MFF-0104,1 POST ST,a truck 60’ west from the SW corner of Post and Montgomery (south side),"Artisan Pizzas (Margherita, Yukon Potato, Zoe's Pepperoni, Funghi, Brocolli Rabe, Bacon Kale,  Arugula) and Drinks.",934553,,15:00,20:00,10624001,02/13/2012 11:39:35 AM,02/13/2012 11:42:07 AM,0311,015,N,"Casey's Pizza, LLC",6012087.60729,2115356.29087,37.78904580399292,-122.40200726369835,"(37.7890458039929, -122.402007263698)",10,4,1,8,28854
2,Tuesday,6AM,8PM,17MFF-0094,430 CALIFORNIA ST,Located 200ft West of Sansome St,"Jerk chicken, curry chicken, curry goat, curry dhal, Burritos, Fish, Ox tails, rice, beans, veggies.",934519,,06:00,20:00,3528000,03/07/2011 02:05:41 PM,09/18/2014 12:00:15 PM,0239,029,N,Scotch Bonnet,6012220.23402,2116811.58029,37.793049085465782,-122.40165071795452,"(37.7930490854658, -122.401650717955)",10,4,1,8,28854
5,Friday,10PM,12AM,18MFF-0110,1995 UNION ST,Truck located at on Buchanan St.  approximately 8 feet south of the Union St and Buchanan St. intersection.,"Burritos, tacos, quesadillas, nachos, tortas & drinks",1240965,,22:00,24:00,12869000,11/06/2018 02:38:17 PM,11/06/2018 02:40:45 PM,0542,041,N,Street Meet,6003453.93827,2118598.80327,37.797463266065613,-122.43211026744278,"(37.7974632660656, -122.432110267443)",1,13,6,13,57
0,Sunday,9AM,4PM,18MFF-0034,560 VALENCIA ST,Cart located between trees south of entrance to 560 Valencia St.,Chai Tea,1174530,,09:00,16:00,13060000,06/28/2011 12:25:39 PM,06/28/2011 12:26:10 PM,3568,009,N,CC Acquisition LLC,6006163.78837,2106331.57764,37.763933721963348,-122.42186162805514,"(37.7639337219633, -122.421861628055)",5,8,7,20,28859
1,Monday,9AM,10AM,18MFF-0045,180 REDWOOD ST,9:55am-10:05am: Set-up at 120 Redwood St,"Cold Truck: Soda,Chips,Candy, Cold/Hot Sandwiches, Donuts.  (Pitco Wholesale)",1181505,,09:00,10:00,10955000,04/13/2011 12:54:43 PM,04/13/2011 12:56:20 PM,0766,013,Y,John's Catering #5,6006840.40244,2112413.12992,37.780670348963923,-122.41995300957544,"(37.7806703489639, -122.419953009575)",9,7,6,36,28852
